PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,hour,day_of_week,month,PT08.S1(CO)_roll3,PT08.S2(NMHC)_roll3,PT08.S3(NOx)_roll3,PT08.S4(NO2)_roll3,PT08.S5(O3)_roll3,T_roll3,RH_roll3,AH_roll3
1843.0,1610.0,624.0,2390.0,1887.0,12.9,50.5,0.7478,20,4,3,1626.0,1377.6666666666667,752.3333333333334,2049.0,1581.6666666666667,14.133333333333333,44.5,0.7109333333333333
1598.0,1299.0,752.0,1941.0,1627.0,12.1,53.3,0.7536,21,4,3,1655.3333333333333,1385.0,732.3333333333334,2059.3333333333335,1654.0,13.133333333333331,49.06666666666666,0.7366
1484.0,1127.0,839.0,1723.0,1491.0,11.0,59.1,0.774,22,4,3,1641.6666666666667,1345.3333333333333,738.3333333333334,2018.0,1668.3333333333333,12.0,54.300000000000004,0.7584666666666666
1677.0,1346.0,741.0,2062.0,1657.0,9.7,64.6,0.7771,23,4,3,1586.3333333333333,1257.3333333333333,777.3333333333334,1908.6666666666667,1591.6666666666667,10.933333333333332,59.0,0.7682333333333334
1280.0,964.0,963.0,1544.0,1285.0,9.5,64.1,0.7597,0,5,3,1480.3333333333333,1145.6666666666667,847.6666666666666,1776.3333333333333,1477.6666666666667,10.066666666666665,62.6,0.7702666666666668
1196.0,873.0,1071.0,1463.0,1144.0,9.1,63.9,0.7423,1,5,3,1384.3333333333333,1061.0,925.0,1689.6666666666667,1362.0,9.433333333333332,64.2,0.7597
1184.0,782.0,1176.0,1365.0,1043.0,8.8,63.9,0.7256,2,5,3,1220.0,873.0,1070.0,1457.3333333333333,1157.3333333333333,9.133333333333333,63.96666666666667,0.7425333333333333
1172.0,783.0,1179.0,1380.0,996.0,7.8,67.5,0.7173,3,5,3,1184.0,812.6666666666666,1142.0,1402.6666666666667,1061.0,8.566666666666665,65.10000000000001,0.7284
978.0,625.0,1420.0,1274.0,819.0,8.3,63.6,0.6982,5,5,3,1111.3333333333333,730.0,1258.3333333333333,1339.6666666666667,952.6666666666666,8.299999999999999,65.0,0.7137000000000001
1100.0,646.0,1406.0,1268.0,835.0,7.2,67.5,0.6887,6,5,3,1083.3333333333333,684.6666666666666,1335.0,1307.3333333333333,883.3333333333334,7.766666666666665,66.2,0.7014
1112.0,770.0,1228.0,1409.0,940.0,6.3,71.9,0.6932,7,5,3,1063.3333333333333,680.3333333333334,1351.3333333333333,1317.0,864.6666666666666,7.266666666666666,67.66666666666667,0.6933666666666666
1336.0,1043.0,935.0,1678.0,1192.0,6.5,71.6,0.6945,8,5,3,1182.6666666666667,819.6666666666666,1189.6666666666667,1451.6666666666667,989.0,6.666666666666665,70.33333333333333,0.6921333333333334
1408.0,1153.0,830.0,1777.0,1411.0,9.6,59.7,0.7124,9,5,3,1285.3333333333333,988.6666666666666,997.6666666666666,1621.3333333333333,1181.0,7.466666666666666,67.73333333333333,0.7000333333333334
1447.0,1081.0,869.0,1667.0,1465.0,12.4,51.2,0.7335,10,5,3,1397.0,1092.3333333333333,878.0,1707.3333333333333,1356.0,9.499999999999998,60.833333333333336,0.7134666666666667
1542.0,1184.0,808.0,1780.0,1583.0,15.6,42.2,0.7451,11,5,3,1465.6666666666667,1139.3333333333333,835.6666666666666,1741.3333333333333,1486.3333333333333,12.533333333333331,51.03333333333334,0.7303333333333333
1451.0,1117.0,875.0,1679.0,1387.0,18.4,33.8,0.709,12,5,3,1480.0,1127.3333333333333,850.6666666666666,1708.6666666666667,1478.3333333333333,15.466666666666663,42.4,0.7292
1328.0,1059.0,987.0,1600.0,1101.0,19.4,31.3,0.695,13,5,3,1440.3333333333333,1120.0,890.0,1686.3333333333333,1357.0,17.799999999999997,35.766666666666666,0.7163666666666666
1207.0,924.0,1088.0,1488.0,850.0,18.0,34.8,0.7127,14,5,3,1328.6666666666667,1033.3333333333333,983.3333333333334,1589.0,1112.6666666666667,18.599999999999998,33.3,0.7055666666666666
1240.0,947.0,1049.0,1532.0,947.0,18.4,33.6,0.7042,15,5,3,1258.3333333333333,976.6666666666666,1041.3333333333333,1540.0,966.0,18.599999999999998,33.23333333333333,0.7039666666666666
1306.0,987.0,1004.0,1554.0,1078.0,17.6,35.1,0.7012,16,5,3,1251.0,952.6666666666666,1047.0,1524.6666666666667,958.3333333333334,17.999999999999996,34.5,0.7060333333333334
1326.0,1000.0,976.0,1602.0,1084.0,16.7,37.8,0.7117,17,5,3,1290.6666666666667,978.0,1009.6666666666666,1562.6666666666667,1036.3333333333333,17.566666666666663,35.5,0.7057000000000001
1473.0,1163.0,831.0,1779.0,1395.0,16.1,41.0,0.7451,18,5,3,1368.3333333333333,1050.0,937.0,1645.0,1185.6666666666667,16.799999999999997,37.96666666666667,0.7193333333333333
1609.0,1286.0,758.0,1922.0,1612.0,15.8,42.4,0.7569,19,5,3,1469.3333333333333,1149.6666666666667,855.0,1767.6666666666667,1363.6666666666667,16.2,40.4,0.7378999999999999
1611.0,1274.0,754.0,1915.0,1697.0,15.7,44.1,0.7786,20,5,3,1564.3333333333333,1241.0,781.0,1872.0,1568.0,15.866666666666665,42.5,0.7601999999999999
1621.0,1247.0,762.0,1860.0,1886.0,15.3,46.8,0.8091,21,5,3,1613.6666666666667,1269.0,758.0,1899.0,1731.6666666666667,15.6,44.43333333333334,0.7815333333333333
1444.0,1089.0,844.0,1748.0,1624.0,14.6,48.6,0.806,22,5,3,1558.6666666666667,1203.3333333333333,786.6666666666666,1841.0,1735.6666666666667,15.199999999999998,46.5,0.7978999999999999
1418.0,1010.0,892.0,1603.0,1536.0,14.7,49.3,0.8193,23,5,3,1494.3333333333333,1115.3333333333333,832.6666666666666,1737.0,1682.0,14.866666666666665,48.23333333333333,0.8114666666666667
1534.0,1013.0,889.0,1611.0,1535.0,13.9,53.6,0.8498,0,6,3,1465.3333333333333,1037.3333333333333,875.0,1654.0,1565.0,14.399999999999997,50.5,0.8250333333333334
1484.0,1045.0,880.0,1624.0,1530.0,14.6,51.5,0.8536,1,6,3,1478.6666666666667,1022.6666666666666,887.0,1612.6666666666667,1533.6666666666667,14.399999999999997,51.46666666666667,0.8409
1367.0,925.0,953.0,1543.0,1337.0,12.5,58.9,0.8537,2,6,3,1461.6666666666667,994.3333333333334,907.3333333333334,1592.6666666666667,1467.3333333333333,13.666666666666664,54.666666666666664,0.8523666666666667
1344.0,968.0,921.0,1620.0,1278.0,11.6,63.4,0.8674,3,6,3,1398.3333333333333,979.3333333333334,918.0,1595.6666666666667,1381.6666666666667,12.899999999999997,57.93333333333334,0.8582333333333333
1062.0,691.0,1272.0,1377.0,929.0,11.5,63.1,0.8533,5,6,3,1257.6666666666667,861.3333333333334,1048.6666666666667,1513.3333333333333,1181.3333333333333,11.866666666666665,61.800000000000004,0.8581333333333333
1076.0,618.0,1395.0,1333.0,872.0,11.6,62.2,0.8473,6,6,3,1160.6666666666667,759.0,1196.0,1443.3333333333333,1026.3333333333333,11.566666666666663,62.9,0.856
1028.0,615.0,1384.0,1340.0,853.0,10.4,67.6,0.853,7,6,3,1055.3333333333333,641.3333333333334,1350.3333333333333,1350.0,884.6666666666666,11.166666666666664,64.3,0.8512
1155.0,722.0,1225.0,1414.0,959.0,11.6,62.7,0.853,8,6,3,1086.3333333333333,651.6666666666666,1334.6666666666667,1362.3333333333333,894.6666666666666,11.199999999999998,64.16666666666667,0.8511000000000001
1235.0,828.0,1055.0,1527.0,1093.0,12.4,60.0,0.8627,9,6,3,1139.3333333333333,721.6666666666666,1221.3333333333333,1427.0,968.3333333333334,11.466666666666663,63.43333333333333,0.8562333333333333
1332.0,923.0,952.0,1614.0,1225.0,14.5,53.1,0.8728,10,6,3,1240.6666666666667,824.3333333333334,1077.3333333333333,1518.3333333333333,1092.3333333333333,12.83333333333333,58.599999999999994,0.8628333333333335
1445.0,1009.0,878.0,1696.0,1355.0,16.9,46.1,0.8789,11,6,3,1337.3333333333333,920.0,961.6666666666666,1612.3333333333333,1224.3333333333333,14.599999999999996,53.06666666666666,0.8714666666666666
1416.0,1002.0,907.0,1677.0,1262.0,19.3,38.3,0.8474,12,6,3,1397.6666666666667,978.0,912.3333333333334,1662.3333333333333,1280.6666666666667,16.899999999999995,45.833333333333336,0.8663666666666666
1281.0,880.0,1084.0,1525.0,980.0,21.2,31.4,0.7812,13,6,3,1380.6666666666667,963.6666666666666,956.3333333333334,1632.6666666666667,1199.0,19.13333333333333,38.599999999999994,0.8358333333333333
1207.0,879.0,1104.0,1490.0,872.0,21.4,30.2,0.7616,14,6,3,1301.3333333333333,920.3333333333334,1031.6666666666667,1564.0,1038.0,20.63333333333333,33.29999999999999,0.7967333333333334
1258.0,906.0,1081.0,1511.0,900.0,21.9,29.0,0.7525,15,6,3,1248.6666666666667,888.3333333333334,1089.6666666666667,1508.6666666666667,917.3333333333334,21.5,30.199999999999992,0.7651
1458.0,1045.0,974.0,1646.0,1099.0,22.2,28.4,0.7516,16,6,3,1307.6666666666667,943.3333333333334,1053.0,1549.0,957.0,21.83333333333333,29.199999999999992,0.7552333333333333
1438.0,1051.0,943.0,1668.0,1206.0,21.3,30.8,0.7696,17,6,3,1384.6666666666667,1000.6666666666666,999.3333333333334,1608.3333333333333,1068.3333333333333,21.799999999999997,29.399999999999995,0.7578999999999999
1478.0,1055.0,929.0,1671.0,1262.0,19.7,36.7,0.8307,18,6,3,1458.0,1050.3333333333333,948.6666666666666,1661.6666666666667,1189.0,21.066666666666663,31.966666666666658,0.7839666666666666
1808.0,1312.0,753.0,1993.0,1698.0,18.4,41.7,0.8732,19,6,3,1574.6666666666667,1139.3333333333333,875.0,1777.3333333333333,1388.6666666666667,19.799999999999997,36.4,0.8245
1898.0,1381.0,681.0,2103.0,1905.0,17.6,46.1,0.921,20,6,3,1728.0,1249.3333333333333,787.6666666666666,1922.3333333333333,1621.6666666666667,18.566666666666663,41.49999999999999,0.8749666666666668
1560.0,1140.0,784.0,1818.0,1648.0,16.7,49.6,0.932,21,6,3,1755.3333333333333,1277.6666666666667,739.3333333333334,1971.3333333333333,1750.3333333333333,17.566666666666663,45.79999999999999,0.9087333333333333
1324.0,940.0,924.0,1587.0,1423.0,16.3,51.0,0.9341,22,6,3,1594.0,1153.6666666666667,796.3333333333334,1836.0,1658.6666666666667,16.866666666666664,48.9,0.9290333333333334
1349.0,933.0,933.0,1617.0,1349.0,14.7,55.9,0.9314,23,6,3,1411.0,1004.3333333333334,880.3333333333334,1674.0,1473.3333333333333,15.899999999999997,52.166666666666664,0.9325000000000001
1239.0,872.0,985.0,1547.0,1250.0,14.8,54.7,0.9164,0,0,3,1304.0,915.0,947.3333333333334,1583.6666666666667,1340.6666666666667,15.266666666666666,53.86666666666667,0.9273000000000001
1239.0,853.0,1010.0,1543.0,1174.0,14.0,57.0,0.9094,1,0,3,1275.6666666666667,886.0,976.0,1569.0,1257.6666666666667,14.499999999999998,55.86666666666667,0.9190666666666667
1224.0,855.0,998.0,1566.0,1149.0,13.4,61.3,0.9361,2,0,3,1234.0,860.0,997.6666666666666,1552.0,1191.0,14.066666666666665,57.666666666666664,0.9206333333333333
1078.0,734.0,1128.0,1487.0,1021.0,12.6,63.5,0.923,3,0,3,1180.3333333333333,814.0,1045.3333333333333,1532.0,1114.6666666666667,13.33333333333333,60.599999999999994,0.9228333333333335
1075.0,703.0,1156.0,1464.0,1010.0,11.9,67.4,0.9375,5,0,3,1125.6666666666667,764.0,1094.0,1505.6666666666667,1060.0,12.633333333333331,64.06666666666666,0.9321999999999999
1157.0,830.0,1030.0,1584.0,1083.0,11.4,70.5,0.9475,6,0,3,1103.3333333333333,755.6666666666666,1104.6666666666667,1511.6666666666667,1038.0,11.966666666666663,67.13333333333333,0.9359999999999999
1314.0,966.0,897.0,1710.0,1235.0,11.3,70.2,0.9401,7,0,3,1182.0,833.0,1027.6666666666667,1586.0,1109.3333333333333,11.533333333333331,69.36666666666666,0.9417
1797.0,1451.0,652.0,2323.0,1680.0,12.4,63.9,0.917,8,0,3,1422.6666666666667,1082.3333333333333,859.6666666666666,1872.3333333333333,1332.6666666666667,11.699999999999998,68.2,0.9348666666666667
1961.0,1701.0,537.0,2665.0,2184.0,14.8,54.3,0.9076,9,0,3,1690.6666666666667,1372.6666666666667,695.3333333333334,2232.6666666666665,1699.6666666666667,12.83333333333333,62.79999999999999,0.9215666666666666
1771.0,1470.0,622.0,2262.0,1973.0,17.4,45.6,0.8993,10,0,3,1843.0,1540.6666666666667,603.6666666666666,2416.6666666666665,1945.6666666666667,14.866666666666665,54.599999999999994,0.9079666666666667
1564.0,1300.0,710.0,2029.0,1798.0,19.8,38.5,0.8801,11,0,3,1765.3333333333333,1490.3333333333333,623.0,2318.6666666666665,1985.0,17.333333333333332,46.133333333333326,0.8956666666666667
1430.0,1120.0,831.0,1783.0,1522.0,22.0,34.1,0.8904,12,0,3,1588.3333333333333,1296.6666666666667,721.0,2024.6666666666667,1764.3333333333333,19.73333333333333,39.4,0.8899333333333334
1417.0,1146.0,830.0,1831.0,1404.0,23.3,32.2,0.9096,13,0,3,1470.3333333333333,1188.6666666666667,790.3333333333334,1881.0,1574.6666666666667,21.7,34.93333333333333,0.8933666666666666
1400.0,1162.0,838.0,1829.0,1263.0,23.9,30.0,0.8757,14,0,3,1415.6666666666667,1142.6666666666667,833.0,1814.3333333333333,1396.3333333333333,23.066666666666663,32.099999999999994,0.8919
1317.0,1053.0,926.0,1707.0,1137.0,24.4,28.9,0.8736,15,0,3,1378.0,1120.3333333333333,864.6666666666666,1789.0,1268.0,23.866666666666664,30.366666666666664,0.8863
1318.0,1033.0,950.0,1675.0,1068.0,24.4,29.4,0.8848,16,0,3,1345.0,1082.6666666666667,904.6666666666666,1737.0,1156.0,24.23333333333333,29.433333333333326,0.8780333333333333
1445.0,1141.0,857.0,1824.0,1252.0,23.8,31.3,0.9137,17,0,3,1360.0,1075.6666666666667,911.0,1735.3333333333333,1152.3333333333333,24.2,29.86666666666666,0.8906999999999999
1917.0,1601.0,631.0,2447.0,1843.0,22.5,35.4,0.9547,18,0,3,1560.0,1258.3333333333333,812.6666666666666,1982.0,1387.6666666666667,23.566666666666663,32.03333333333333,0.9177333333333332
2040.0,1754.0,542.0,2679.0,2122.0,20.4,42.5,1.0086,19,0,3,1800.6666666666667,1498.6666666666667,676.6666666666666,2316.6666666666665,1739.0,22.23333333333333,36.4,0.959
1895.0,1573.0,565.0,2443.0,1992.0,18.3,52.6,1.0945,20,0,3,1950.6666666666667,1642.6666666666667,579.3333333333334,2523.0,1985.6666666666667,20.399999999999995,43.5,1.0192666666666668
1595.0,1294.0,678.0,2058.0,1707.0,16.7,57.4,1.0786,21,0,3,1843.3333333333333,1540.3333333333333,595.0,2393.3333333333335,1940.3333333333333,18.466666666666665,50.833333333333336,1.0605666666666667
1439.0,1159.0,764.0,1856.0,1494.0,15.7,60.2,1.0654,22,0,3,1643.0,1342.0,669.0,2119.0,1731.0,16.899999999999995,56.73333333333333,1.0795
1142.0,852.0,1008.0,1547.0,1164.0,15.3,61.4,1.058,23,0,3,1392.0,1101.6666666666667,816.6666666666666,1820.3333333333333,1455.0,15.899999999999997,59.666666666666664,1.0673333333333332
1304.0,1019.0,852.0,1731.0,1272.0,14.1,65.7,1.0494,0,1,3,1295.0,1010.0,874.6666666666666,1711.3333333333333,1310.0,15.03333333333333,62.43333333333334,1.0576
1074.0,784.0,1098.0,1483.0,1040.0,14.8,60.6,1.0148,1,1,3,1173.3333333333333,885.0,986.0,1587.0,1158.6666666666667,14.733333333333329,62.56666666666666,1.0407333333333335
968.0,640.0,1320.0,1386.0,867.0,14.8,59.2,0.9879,2,1,3,1115.3333333333333,814.3333333333334,1090.0,1533.3333333333333,1059.6666666666667,14.566666666666663,61.833333333333336,1.0173666666666668
929.0,608.0,1376.0,1364.0,826.0,13.6,62.1,0.9636,3,1,3,990.3333333333334,677.3333333333334,1264.6666666666667,1411.0,911.0,14.399999999999997,60.63333333333333,0.9887666666666667
937.0,585.0,1412.0,1348.0,793.0,12.8,63.2,0.9283,5,1,3,944.6666666666666,611.0,1369.3333333333333,1366.0,828.6666666666666,13.733333333333329,61.5,0.9599333333333333
1017.0,681.0,1246.0,1418.0,870.0,11.2,68.5,0.9081,6,1,3,961.0,624.6666666666666,1344.6666666666667,1376.6666666666667,829.6666666666666,12.53333333333333,64.60000000000001,0.9333333333333332
1171.0,770.0,1162.0,1467.0,930.0,11.0,66.5,0.8705,7,1,3,1041.6666666666667,678.6666666666666,1273.3333333333333,1411.0,864.3333333333334,11.666666666666663,66.06666666666666,0.9023
1541.0,1185.0,770.0,1889.0,1407.0,11.7,63.7,0.8719,8,1,3,1243.0,878.6666666666666,1059.3333333333333,1591.3333333333333,1069.0,11.299999999999997,66.23333333333333,0.8835000000000001
1539.0,1287.0,698.0,2055.0,1507.0,13.6,56.3,0.8743,9,1,3,1417.0,1080.6666666666667,876.6666666666666,1803.6666666666667,1281.3333333333333,12.099999999999996,62.166666666666664,0.8722333333333333
1735.0,1431.0,628.0,2211.0,1843.0,17.8,42.9,0.8672,10,1,3,1605.0,1301.0,698.6666666666666,2051.6666666666665,1585.6666666666667,14.366666666666662,54.300000000000004,0.8711333333333333
1571.0,1297.0,730.0,1973.0,1729.0,21.4,33.3,0.8417,11,1,3,1615.0,1338.3333333333333,685.3333333333334,2079.6666666666665,1693.0,17.599999999999994,44.166666666666664,0.8610666666666665
1452.0,1250.0,776.0,1868.0,1583.0,24.4,27.4,0.8231,12,1,3,1586.0,1326.0,711.3333333333334,2017.3333333333333,1718.3333333333333,21.199999999999992,34.53333333333333,0.844
1579.0,1359.0,724.0,1998.0,1671.0,25.3,26.1,0.8264,13,1,3,1534.0,1302.0,743.3333333333334,1946.3333333333333,1661.0,23.7,28.933333333333334,0.8304
1466.0,1309.0,773.0,1897.0,1491.0,25.8,23.2,0.7589,14,1,3,1499.0,1306.0,757.6666666666666,1921.0,1581.6666666666667,25.16666666666666,25.566666666666666,0.8028000000000001
